locationid,stateabbr,locationname,totalpopulation,High blood pressure,Current smoking,Diabetes,Physical inactivity,Obesity
13031,GA,Bulloch,84327,35.1,14.1,11.5,25.7,38.9
13033,GA,Burke,24438,45.7,19.0,18.3,34.7,40.1
13035,GA,Butts,26887,39.6,17.4,13.8,31.0,38.2
13037,GA,Calhoun,5457,46.9,20.8,18.5,37.0,43.6
13039,GA,Camden,58118,35.7,14.8,12.3,27.1,37.2
13043,GA,Candler,11059,42.7,18.6,16.5,33.4,42.2
13045,GA,Carroll,127098,36.7,16.1,12.8,28.1,34.2
13047,GA,Catoosa,68910,36.3,14.7,12.5,25.3,34.1
13049,GA,Charlton,12934,41.2,20.1,16.1,34.3,41.5
13051,GA,Chatham,303655,38.8,13.3,13.1,25.2,33.0
13053,GA,Chattahoochee,8661,25.7,13.5,7.5,24.7,35.8
13055,GA,Chattooga,25222,42.0,21.3,16.0,35.1,35.2
13057,GA,Cherokee,286602,34.1,11.7,11.0,23.7,33.5
13059,GA,Clarke,129933,31.1,12.3,10.9,25.0,30.2
13061,GA,Clay,2853,52.1,17.2,21.5,37.3,41.2
13063,GA,Clayton,298300,41.4,16.0,16.2,32.5,45.2
13065,GA,Clinch,6746,43.8,21.2,17.3,35.6,41.9
13067,GA,Cobb,776743,32.1,10.4,10.9,21.6,29.9
13069,GA,Coffee,43317,41.5,20.7,16.1,35.0,39.3
13071,GA,Colquitt,46167,43.0,19.2,16.7,35.0,35.7
13073,GA,Columbia,165162,36.7,11.9,11.9,24.3,33.1
13075,GA,Cook,17714,42.6,19.7,16.5,32.6,37.6
13077,GA,Coweta,155892,35.7,12.3,12.4,24.9,35.7
13079,GA,Crawford,12277,42.5,17.1,15.5,30.4,37.3
13081,GA,Crisp,19631,47.5,19.9,19.4,36.9,44.6
13083,GA,Dade,16165,37.9,15.2,12.6,26.4,35.1
13085,GA,Dawson,31732,35.8,12.6,11.6,23.5,31.6
13087,GA,Decatur,29087,44.8,18.9,17.8,34.6,42.2
13089,GA,DeKalb,762992,37.4,11.5,13.0,22.5,31.8
13091,GA,Dodge,19776,44.7,18.7,16.7,33.8,40.4
13093,GA,Dooly,10981,47.2,18.1,18.3,34.4,41.0
13095,GA,Dougherty,82645,47.1,17.7,19.0,34.1,41.9
13097,GA,Douglas,149160,37.4,13.7,13.6,27.0,36.3
13099,GA,Early,10563,47.4,18.8,18.9,36.2,40.7
13101,GA,Echols,3709,36.1,16.3,13.6,30.6,38.3
13103,GA,Effingham,71541,34.6,14.1,11.3,24.5,37.9
13105,GA,Elbert,20013,44.2,17.8,16.6,32.7,38.2
13107,GA,Emanuel,23119,43.9,20.3,16.4,35.9,42.7
13109,GA,Evans,10754,43.2,19.2,16.8,35.2,42.4
13111,GA,Fannin,25955,44.8,16.1,16.5,30.1,38.2
13113,GA,Fayette,123351,37.1,9.6,12.6,21.2,30.7
13115,GA,Floyd,100113,38.6,16.0,14.1,28.6,37.3
13117,GA,Forsyth,272887,30.2,9.2,9.9,20.2,27.7
13119,GA,Franklin,24782,40.7,17.9,14.7,30.8,39.0
13121,GA,Fulton,1079105,33.4,9.9,10.9,20.0,28.2
13123,GA,Gilmer,32860,41.9,15.0,15.2,28.8,34.2
13125,GA,Glascock,2954,40.5,18.1,14.5,30.5,37.6
13127,GA,Glynn,86172,44.0,14.4,15.3,28.2,35.1
13129,GA,Gordon,59757,38.2,17.3,13.9,31.6,35.3
13131,GA,Grady,26066,44.0,17.9,17.2,35.8,38.5
13133,GA,Greene,20722,44.9,12.1,15.6,26.8,33.7
13135,GA,Gwinnett,983526,33.4,11.7,12.6,27.3,34.9
13137,GA,Habersham,48757,37.1,15.0,12.9,27.9,32.2
13139,GA,Hall,217267,36.4,14.0,13.2,28.3,32.3
13141,GA,Hancock,8676,53.0,21.9,22.8,40.0,44.8
13143,GA,Haralson,32038,37.3,17.4,12.6,26.9,36.2
13145,GA,Harris,36654,37.5,12.2,12.6,22.8,33.0
13147,GA,Hart,27556,42.1,16.0,15.3,29.4,35.1
13149,GA,Heard,12034,39.6,18.3,14.3,30.6,35.6
13151,GA,Henry,254613,38.8,12.9,13.4,25.2,45.2
13153,GA,Houston,171974,38.7,13.0,13.1,24.8,39.7
13155,GA,Irwin,9120,43.1,18.3,16.2,33.4,40.3
13157,GA,Jackson,88615,34.7,14.6,11.6,25.6,33.0
13159,GA,Jasper,16455,40.2,17.3,14.6,30.4,37.1
13161,GA,Jeff Davis,14906,41.2,20.6,16.4,35.7,40.4
13163,GA,Jefferson,15183,47.1,19.9,18.5,36.7,41.3
13165,GA,Jenkins,8627,45.5,21.9,18.2,37.4,42.5
13167,GA,Johnson,9282,47.5,21.5,18.0,35.7,43.5
13169,GA,Jones,28969,40.2,15.9,14.4,30.0,39.8
13171,GA,Lamar,20401,38.7,15.5,13.6,28.6,36.6
13173,GA,Lanier,10452,41.5,19.7,15.9,33.7,40.9
13175,GA,Laurens,49941,45.3,18.1,16.4,34.3,44.0
13177,GA,Lee,33872,36.8,13.1,11.8,23.4,39.2
13179,GA,Liberty,69210,34.3,14.3,11.6,27.9,32.3
13181,GA,Lincoln,7879,47.1,18.0,18.2,33.1,38.0
13183,GA,Long,19594,36.1,17.2,12.4,29.7,38.4
13185,GA,Lowndes,120712,35.9,15.0,12.9,29.1,38.7
13187,GA,Lumpkin,35258,33.7,13.5,11.5,24.8,28.9
13189,GA,McDuffie,21799,44.4,17.3,16.7,32.3,38.9
13191,GA,McIntosh,11501,50.8,19.2,20.4,36.9,40.7
13193,GA,Macon,11817,49.4,22.7,21.1,41.4,43.8
13195,GA,Madison,32191,40.0,18.2,14.7,31.8,38.1
13197,GA,Marion,7440,46.5,18.5,18.7,34.5,38.6
13199,GA,Meriwether,20931,45.0,18.6,17.6,34.8,41.4
13201,GA,Miller,5747,46.1,17.8,17.8,34.4,41.8
13205,GA,Mitchell,21114,47.2,19.3,18.4,34.9,45.1
13207,GA,Monroe,30625,39.1,14.2,13.1,25.9,34.9
13209,GA,Montgomery,8761,42.1,17.0,15.4,31.5,39.4
13211,GA,Morgan,21460,39.9,13.0,12.9,24.9,31.7
13213,GA,Murray,41035,36.8,17.0,13.3,29.1,41.5
13215,GA,Muscogee,201877,40.9,15.1,15.0,29.8,40.3
13217,GA,Newton,120135,40.4,14.8,14.4,30.3,42.4
13219,GA,Oconee,44182,33.4,9.3,10.1,18.3,28.8
13221,GA,Oglethorpe,15754,39.9,15.3,14.1,28.3,36.4
13223,GA,Paulding,183164,35.0,12.7,11.6,23.0,38.4
13225,GA,Peach,28805,40.3,14.3,14.9,29.3,39.3
13227,GA,Pickens,35969,40.7,15.1,13.6,26.6,35.0
13229,GA,Pierce,20425,39.5,18.2,14.3,30.6,36.4
13231,GA,Pike,20461,36.6,14.9,11.9,25.4,36.0
13233,GA,Polk,44223,38.8,17.9,14.1,31.4,40.4
13235,GA,Pulaski,10095,43.6,18.9,16.8,34.2,40.8
13237,GA,Putnam,23129,45.2,15.5,17.1,30.6,39.4
13239,GA,Quitman,2280,54.7,19.3,23.6,39.2,42.3
13241,GA,Rabun,17442,43.8,14.6,15.5,28.9,34.2
13243,GA,Randolph,6078,54.6,21.1,24.9,42.6,45.6
13245,GA,Richmond,205414,41.9,16.2,16.7,30.5,36.6
13247,GA,Rockdale,95987,43.2,14.1,17.0,30.2,39.0
13249,GA,Schley,4526,41.5,16.0,15.1,29.5,37.4
13251,GA,Screven,14174,46.1,18.2,17.8,33.1,40.0
13253,GA,Seminole,9092,47.0,17.0,18.0,33.3,39.4
13255,GA,Spalding,69946,43.1,17.0,16.0,31.2,39.7
13257,GA,Stephens,27228,41.1,17.8,14.9,30.8,38.5
13259,GA,Stewart,4674,43.1,20.7,17.9,39.2,41.6
13261,GA,Sumter,28890,43.6,16.4,16.7,32.9,39.5
13263,GA,Talbot,5718,52.4,18.7,22.1,37.7,43.1
13265,GA,Taliaferro,1609,52.2,18.1,21.7,37.6,41.7
13267,GA,Tattnall,24296,42.5,20.2,16.0,34.9,40.7
13269,GA,Taylor,7758,48.6,21.7,20.2,38.3,42.4
13271,GA,Telfair,10920,47.5,22.7,20.5,40.6,43.0
13273,GA,Terrell,8718,49.6,21.1,21.2,39.7,43.6
13275,GA,Thomas,45649,43.2,15.9,16.0,29.1,39.2
13277,GA,Tift,41554,41.0,17.5,15.8,33.0,39.4
13279,GA,Toombs,27040,41.1,17.5,15.5,32.9,40.6
13281,GA,Towns,13035,45.5,12.8,15.9,27.5,31.9
13283,GA,Treutlen,6341,44.3,22.5,18.3,37.8,41.2
13285,GA,Troup,70742,40.5,16.9,15.0,32.0,36.0
13287,GA,Turner,8909,45.9,20.2,18.5,37.8,44.4
13289,GA,Twiggs,7691,47.8,18.4,18.6,33.9,39.7
13291,GA,Union,27124,45.0,14.2,15.7,28.4,34.5
13293,GA,Upson,28263,42.1,18.8,16.3,32.8,39.2
13295,GA,Walker,69489,39.6,16.7,13.5,29.9,38.0
13297,GA,Walton,106702,38.0,14.9,13.0,28.0,38.3
13299,GA,Ware,36243,43.3,19.6,16.8,36.6,41.3
13301,GA,Warren,5106,50.3,18.6,20.2,37.0,43.5
13303,GA,Washington,19820,47.1,19.3,18.7,34.9,43.1
13305,GA,Wayne,31373,42.7,20.0,15.8,33.5,43.3
13307,GA,Webster,2337,50.7,18.5,21.0,36.4,42.2
13309,GA,Wheeler,7081,43.8,21.0,16.0,35.5,41.3
13311,GA,White,29026,39.8,14.7,13.2,26.3,35.0
13313,GA,Whitfield,103687,35.7,15.6,14.1,31.9,37.9
13315,GA,Wilcox,8779,46.2,20.2,17.4,35.0,42.6
13317,GA,Wilkes,9518,47.4,17.8,18.9,35.4,40.6
13319,GA,Wilkinson,8725,45.9,18.0,17.7,34.0,41.0
13321,GA,Worth,20273,44.5,18.9,16.9,33.9,38.9
15001,HI,Hawaii,207615,31.0,14.5,12.5,22.3,27.2
15003,HI,Honolulu,989408,31.6,9.8,12.4,23.7,25.3
15005,HI,Kalawao,81,46.6,16.6,22.1,29.8,38.5
15007,HI,Kauai,73851,33.1,12.0,12.0,21.2,23.9
15009,HI,Maui,164183,30.7,13.2,12.2,20.5,26.2
16001,ID,Ada,524673,31.2,10.4,9.0,18.4,29.0
16003,ID,Adams,4903,40.7,14.3,13.9,28.0,34.2
16005,ID,Bannock,90400,31.0,12.9,9.7,21.8,33.0
16007,ID,Bear Lake,6766,34.1,13.3,11.6,24.7,31.0
16009,ID,Benewah,10369,38.0,16.8,13.5,29.5,36.3
16011,ID,Bingham,50395,33.0,14.0,11.2,24.4,39.0
16013,ID,Blaine,25041,31.0,9.6,10.2,20.2,23.1
16015,ID,Boise,8517,38.0,11.7,12.1,22.6,31.9
16017,ID,Bonner,52547,36.7,12.9,11.8,23.3,32.2
16019,ID,Bonneville,131366,29.9,11.4,9.4,21.4,33.3
16021,ID,Boundary,13557,36.1,14.7,12.6,26.0,33.3
16023,ID,Butte,2758,40.3,17.3,15.2,29.8,35.5
16025,ID,Camas,1232,36.0,12.4,11.8,23.3,29.7
16027,ID,Canyon,257674,30.9,12.4,11.2,25.1,35.3
16029,ID,Caribou,7219,32.5,13.6,10.5,24.0,34.8
16031,ID,Cassia,25696,32.3,13.0,11.0,26.7,37.5
16033,ID,Clark,801,36.3,13.9,13.8,30.3,36.0
16035,ID,Clearwater,9214,38.5,14.1,13.1,25.4,31.8
16037,ID,Custer,4523,40.3,12.7,13.4,24.3,31.5
16039,ID,Elmore,29724,31.7,13.8,10.4,24.4,34.2
16041,ID,Franklin,15494,30.9,12.9,9.4,22.6,35.7
16043,ID,Fremont,14196,30.9,12.9,10.5,23.5,32.7
16045,ID,Gem,21071,35.1,12.9,11.5,24.5,32.9
16047,ID,Gooding,16061,34.9,15.0,13.0,29.7,34.1
16049,ID,Idaho,17890,37.9,13.1,12.8,25.0,31.8
16051,ID,Jefferson,34198,28.7,12.2,9.1,21.4,33.1
16053,ID,Jerome,25479,33.0,15.7,12.6,30.1,35.8
16055,ID,Kootenai,185010,30.1,12.1,9.9,19.6,31.7
16057,ID,Latah,41301,28.1,10.0,7.8,18.0,29.0
16059,ID,Lemhi,8441,39.6,13.4,12.7,26.3,30.4
16061,ID,Lewis,3739,42.3,15.5,15.1,29.7,35.2
16063,ID,Lincoln,5450,32.1,14.2,11.5,27.9,34.2
16065,ID,Madison,54547,17.3,10.0,4.9,19.4,26.2
16067,ID,Minidoka,22480,34.0,13.5,12.3,28.9,36.4
16069,ID,Nez Perce,42987,35.7,13.5,10.8,25.2,37.7
16071,ID,Oneida,4953,33.2,12.4,10.5,22.4,31.9
16073,ID,Owyhee,12722,35.8,16.4,13.4,30.7,33.4
16075,ID,Payette,27279,35.5,14.3,11.8,26.7,31.4
16077,ID,Power,8253,33.6,13.8,12.1,28.1,37.5
16079,ID,Shoshone,14026,37.4,15.9,13.5,28.1,36.1
16081,ID,Teton,12549,29.7,10.7,9.2,19.0,32.0
16083,ID,Twin Falls,95156,31.0,13.3,11.0,27.8,33.3
16085,ID,Valley,12644,39.0,13.2,13.1,24.9,34.0
16087,ID,Washington,11425,38.3,15.2,14.5,29.1,33.4
17001,IL,Adams,64441,37.2,14.4,12.0,24.1,37.8
17003,IL,Alexander,4695,47.9,19.6,19.0,33.3,45.3
17005,IL,Bond,16450,35.5,15.1,11.6,24.2,39.0
17007,IL,Boone,53202,34.9,14.1,12.2,25.6,36.8
17009,IL,Brown,6294,36.4,17.8,11.7,26.4,41.5
17011,IL,Bureau,32729,37.9,14.8,13.2,25.8,38.1
17013,IL,Calhoun,4317,38.0,12.9,11.9,22.0,35.3
17015,IL,Carroll,15526,39.3,15.3,13.3,25.8,38.8
17017,IL,Cass,12596,37.4,15.8,13.4,27.8,40.6
17019,IL,Champaign,205644,28.7,11.1,9.6,20.1,31.1
17021,IL,Christian,33228,37.5,16.1,12.3,25.5,38.1
17023,IL,Clark,15088,36.8,14.9,12.0,23.2,37.3
17025,IL,Clay,12999,39.7,17.8,13.9,27.8,41.5
17027,IL,Clinton,36785,35.5,14.0,11.3,22.2,40.2
17029,IL,Coles,46060,34.0,14.8,11.4,24.2,37.7
17031,IL,Cook,5087072,31.0,11.1,11.8,23.3,31.0
17033,IL,Crawford,18300,37.6,15.4,12.1,24.3,40.1
17035,IL,Cumberland,10261,37.2,14.5,11.9,23.3,38.7
17037,IL,DeKalb,100288,30.4,12.6,10.3,22.5,35.1
17039,IL,De Witt,15365,37.2,15.3,12.2,24.2,38.2
17041,IL,Douglas,19629,35.4,15.1,11.7,24.7,38.5
17043,IL,DuPage,921213,30.7,9.5,10.0,19.0,29.2
17045,IL,Edgar,16334,40.3,16.4,13.6,26.8,37.5
17047,IL,Edwards,5968,40.2,17.3,14.1,27.3,40.3
17049,IL,Effingham,34331,35.2,14.1,11.3,22.8,34.3
17051,IL,Fayette,21164,37.6,17.4,12.7,26.7,39.8
17053,IL,Ford,13250,37.1,15.8,12.4,25.6,37.7
17055,IL,Franklin,37138,38.7,17.7,13.9,27.6,41.6
17057,IL,Fulton,32541,39.2,16.8,13.0,25.8,39.9
17059,IL,Gallatin,4670,41.6,17.4,14.6,28.2,40.8
17061,IL,Greene,11543,38.9,17.2,13.2,26.7,40.2
17063,IL,Grundy,53578,32.3,13.3,10.3,22.3,36.4
17065,IL,Hamilton,7911,39.9,17.0,13.9,26.8,40.0
17067,IL,Hancock,17186,39.6,14.7,13.2,25.2,38.8
17069,IL,Hardin,3569,42.1,16.9,14.7,27.4,39.7
17071,IL,Henderson,6088,41.8,15.1,14.1,25.8,38.6
17073,IL,Henry,48448,36.4,13.8,11.9,23.6,36.9
17075,IL,Iroquois,26136,40.0,16.4,13.9,27.0,40.6
17077,IL,Jackson,52141,33.6,13.8,11.6,24.4,39.8
17079,IL,Jasper,9144,36.9,14.3,12.0,23.2,38.2
17081,IL,Jefferson,36320,38.5,16.1,13.0,25.2,39.8
17083,IL,Jersey,21091,36.2,14.0,11.7,23.2,39.0
17085,IL,Jo Daviess,21756,40.4,13.0,13.2,23.8,36.1
17087,IL,Johnson,13326,38.4,16.8,12.9,26.4,41.4
17089,IL,Kane,514982,30.4,11.0,11.5,23.1,35.1
17091,IL,Kankakee,105940,37.7,14.7,13.0,25.0,39.8
17093,IL,Kendall,139976,29.6,11.0,9.4,19.5,39.7
17095,IL,Knox,48411,38.7,16.0,13.5,27.5,39.2
17097,IL,Lake,708760,32.4,10.4,11.2,19.9,32.9
17099,IL,LaSalle,108309,36.4,15.0,12.4,24.9,37.8
17101,IL,Lawrence,14813,38.1,17.6,12.8,27.0,40.7
17103,IL,Lee,33654,38.0,15.3,12.8,25.6,38.9
17105,IL,Livingston,35320,36.6,15.3,12.2,25.4,35.9
17107,IL,Logan,27590,35.6,15.1,11.6,24.4,38.5
17109,IL,McDonough,26839,34.1,13.8,11.4,23.4,36.3
17111,IL,McHenry,312800,33.7,11.5,10.5,20.9,32.1
17113,IL,McLean,170441,30.9,11.2,9.5,19.4,34.5
17115,IL,Macon,100591,39.2,15.0,13.3,25.9,42.1
17117,IL,Macoupin,44018,38.2,15.9,12.8,25.0,37.0
17119,IL,Madison,262752,35.5,13.3,11.2,22.1,38.7
17121,IL,Marion,36673,38.5,17.0,13.3,27.0,39.5
17123,IL,Marshall,11683,38.9,15.2,13.0,25.1,38.6
17125,IL,Mason,12523,39.1,16.0,13.3,25.7,37.3
17127,IL,Massac,13661,39.9,16.6,14.1,26.8,40.8
17129,IL,Menard,11954,36.8,14.1,11.7,22.5,37.9
17131,IL,Mercer,15487,37.6,15.3,12.4,24.4,38.6
17133,IL,Monroe,34957,33.9,11.3,10.1,18.6,35.5
17135,IL,Montgomery,27663,37.4,16.1,12.6,25.6,39.1
17137,IL,Morgan,32140,38.0,15.6,12.6,24.9,39.9
17139,IL,Moultrie,14342,36.1,16.0,11.6,24.7,38.4
17141,IL,Ogle,51265,36.9,14.0,12.2,24.0,40.9
17143,IL,Peoria,177513,36.9,13.8,12.6,23.5,34.8
17145,IL,Perry,20503,38.5,17.4,13.2,27.1,40.7
17147,IL,Piatt,16714,35.4,12.5,10.9,20.8,35.1
17149,IL,Pike,14342,39.4,16.8,13.3,27.1,40.6
17151,IL,Pope,3707,43.0,15.0,14.9,26.1,39.6
17153,IL,Pulaski,4911,45.3,20.0,18.4,32.9,45.6
17155,IL,Putnam,5561,37.4,13.1,12.1,22.7,36.1
17157,IL,Randolph,29815,39.1,16.3,12.9,26.2,38.8
17159,IL,Richland,15488,37.5,15.5,12.5,24.9,39.4
17161,IL,Rock Island,141236,36.1,14.5,13.1,24.9,39.6
17163,IL,St. Clair,251018,39.0,14.2,13.1,25.0,38.8
17165,IL,Saline,22873,39.2,16.7,13.5,26.3,40.3
17167,IL,Sangamon,193491,37.0,13.2,11.9,22.2,39.6
17169,IL,Schuyler,6733,41.4,17.2,14.4,27.3,40.4
17171,IL,Scott,4710,37.4,15.1,12.3,24.2,38.4
17173,IL,Shelby,20568,38.9,15.2,13.0,24.8,37.6
17175,IL,Stark,5218,38.5,15.1,12.7,24.9,38.2
17177,IL,Stephenson,43105,40.1,15.0,13.9,26.8,40.6
17179,IL,Tazewell,129541,35.3,13.5,11.2,22.4,36.3
17181,IL,Union,16667,39.8,17.1,14.1,28.0,39.8
17183,IL,Vermilion,71652,42.2,17.2,14.4,29.0,43.8
17185,IL,Wabash,10942,38.4,15.8,13.3,25.6,39.8
17187,IL,Warren,16185,36.1,14.5,12.3,25.0,37.0
17189,IL,Washington,13536,36.5,13.8,11.7,22.4,36.8
17191,IL,Wayne,15761,39.7,17.0,13.6,27.4,39.9
17193,IL,White,13401,40.9,18.1,14.5,28.8,39.2
17195,IL,Whiteside,54498,37.1,14.6,13.0,25.4,36.2
17197,IL,Will,700728,32.0,11.6,10.7,24.0,38.0
17199,IL,Williamson,66706,37.2,14.7,12.4,24.3,40.1
17201,IL,Winnebago,280922,38.2,15.5,13.9,27.0,42.0
17203,IL,Woodford,38285,34.7,12.4,10.6,20.6,37.3
18001,IN,Adams,36288,39.2,19.4,14.1,28.2,41.7
18003,IN,Allen,394545,36.7,14.4,12.9,22.9,39.4
18005,IN,Bartholomew,84003,37.1,14.8,12.4,24.0,38.9
18007,IN,Benton,8729,39.8,18.8,14.2,28.1,42.4
18009,IN,Blackford,11893,43.9,20.8,16.4,30.9,44.3
18011,IN,Boone,76120,33.4,11.6,10.5,18.9,32.9
18013,IN,Brown,15653,43.0,15.9,14.7,25.3,36.1
18015,IN,Carroll,20525,40.6,17.5,13.9,27.4,41.6
18017,IN,Cass,37666,41.0,18.5,15.3,31.2,47.4
18019,IN,Clark,125467,39.8,16.4,12.5,24.8,43.9
18021,IN,Clay,26460,41.5,18.0,14.2,27.6,43.3
18023,IN,Clinton,32730,38.2,17.5,13.4,28.1,40.2
18025,IN,Crawford,10438,45.6,23.5,17.8,33.2,43.6
18027,IN,Daviess,33656,38.8,19.7,13.8,30.3,41.4
18029,IN,Dearborn,51215,38.4,16.3,12.4,24.0,35.8
18031,IN,Decatur,26399,37.9,16.4,12.4,26.5,37.6
18033,IN,DeKalb,44198,38.2,16.8,12.8,25.7,43.7
18035,IN,Delaware,112321,36.2,16.8,13.5,25.3,36.6
18037,IN,Dubois,43546,38.0,15.4,13.2,25.0,40.0
18039,IN,Elkhart,206409,38.3,17.0,13.6,26.5,43.8
18041,IN,Fayette,23362,42.6,20.2,15.4,29.6,44.9
18043,IN,Floyd,80809,38.8,14.9,12.5,24.9,37.6
18045,IN,Fountain,16731,40.7,18.5,14.1,28.2,42.6
18047,IN,Franklin,23096,40.4,16.8,13.7,26.0,40.8
18049,IN,Fulton,20358,41.2,18.6,14.6,28.7,41.7
18051,IN,Gibson,32904,38.4,17.6,13.0,25.8,39.4
18053,IN,Grant,66200,41.0,17.8,15.2,29.1,41.1
18055,IN,Greene,31196,41.5,19.4,14.7,28.4,40.7
18057,IN,Hamilton,371645,32.0,9.5,9.6,16.1,32.5
18059,IN,Hancock,86166,37.4,13.6,11.3,20.7,39.9
18061,IN,Harrison,40006,39.2,16.2,12.8,24.6,42.7
18063,IN,Hendricks,186387,35.2,12.8,11.1,19.8,36.4
18065,IN,Henry,48929,40.8,18.0,13.5,29.1,43.7
18067,IN,Howard,83831,40.1,17.9,14.4,27.8,36.5
18069,IN,Huntington,36781,40.7,16.6,13.3,25.2,39.9
18071,IN,Jackson,46460,37.8,17.3,13.6,26.9,39.6
18073,IN,Jasper,33535,38.6,15.8,12.7,25.3,40.2
18075,IN,Jay,20032,42.0,20.2,15.0,30.6,43.6
18077,IN,Jefferson,33056,39.2,17.2,13.5,25.3,36.6
18079,IN,Jennings,27622,40.7,19.5,14.3,28.1,41.2
18081,IN,Johnson,167819,37.8,14.1,11.9,22.5,38.8
18083,IN,Knox,36070,38.6,17.5,13.2,25.4,36.8
18085,IN,Kosciusko,80364,39.8,16.6,13.0,27.2,38.7
18087,IN,LaGrange,40907,36.1,19.6,12.4,29.1,39.6
18089,IN,Lake,500598,39.0,17.0,15.1,27.9,39.9
18091,IN,LaPorte,111706,41.7,17.6,15.0,28.1,37.0
18093,IN,Lawrence,45084,40.1,16.9,13.9,26.8,42.0
18095,IN,Madison,132504,40.6,18.5,14.0,29.1,36.4
18097,IN,Marion,968460,38.2,15.0,13.0,24.3,38.3
18099,IN,Marshall,46352,40.1,17.4,14.0,28.8,43.2
18101,IN,Martin,9897,41.5,18.7,14.6,27.5,39.1
18103,IN,Miami,35402,40.1,19.2,14.6,28.4,44.3
18105,IN,Monroe,139342,29.7,12.2,9.9,20.6,32.5
18107,IN,Montgomery,38573,39.7,17.5,13.5,28.5,39.2
18109,IN,Morgan,73227,38.9,16.3,13.4,24.4,37.8
18111,IN,Newton,13960,40.7,18.3,14.4,28.3,43.5
18113,IN,Noble,47430,37.3,17.0,13.2,26.9,39.6
18115,IN,Ohio,6004,41.7,16.6,14.3,26.2,39.5
18117,IN,Orange,19638,41.8,19.1,14.7,28.8,39.7
18119,IN,Owen,21532,41.3,18.5,14.5,27.5,41.7
18121,IN,Parke,16484,42.4,20.7,15.4,31.0,42.3
18123,IN,Perry,19209,40.4,18.3,13.4,25.8,37.6
18125,IN,Pike,12106,40.9,18.6,14.5,27.7,37.9
18127,IN,Porter,175335,38.5,14.5,12.5,25.5,39.9
18129,IN,Posey,25040,39.7,15.3,12.9,23.0,40.4
18131,IN,Pulaski,12385,41.7,18.3,14.5,28.6,38.7
18133,IN,Putnam,37567,36.5,16.4,12.4,24.7,38.4
18135,IN,Randolph,24216,41.0,18.7,14.4,29.0,38.7
18137,IN,Ripley,29227,38.2,16.9,12.5,25.0,36.2
18139,IN,Rush,16847,40.1,18.6,14.3,27.7,39.1
18141,IN,St. Joseph,272848,37.2,14.9,12.9,26.5,35.3
18143,IN,Scott,24657,40.6,20.0,14.1,29.9,42.3
18145,IN,Shelby,45231,40.3,17.9,13.9,26.2,41.2
18147,IN,Spencer,19910,40.9,16.0,13.4,24.0,39.9
18149,IN,Starke,23206,41.2,19.9,15.0,29.3,42.4
18151,IN,Steuben,34917,39.2,15.4,13.5,24.7,34.8
18153,IN,Sullivan,20757,41.1,19.9,14.1,28.4,43.6
18155,IN,Switzerland,10019,42.8,20.4,14.9,29.8,40.4
18157,IN,Tippecanoe,188792,29.4,13.0,10.0,20.9,27.9
18159,IN,Tipton,15256,39.7,15.7,13.5,24.7,36.5
18161,IN,Union,6973,39.2,15.9,13.0,24.2,37.6
18163,IN,Vanderburgh,179810,38.4,16.2,12.8,26.2,38.2
18165,IN,Vermillion,15417,40.9,18.6,14.3,27.6,40.6
18167,IN,Vigo,106153,37.5,17.6,13.7,25.7,41.0
18169,IN,Wabash,30670,40.0,16.8,13.8,26.7,38.1
18171,IN,Warren,8518,40.5,17.4,14.1,26.7,41.6
18173,IN,Warrick,65867,35.3,13.0,11.6,21.2,34.0
18175,IN,Washington,28205,42.3,19.8,14.7,28.6,41.5
18177,IN,Wayne,66127,40.9,19.1,14.7,28.7,37.9
18179,IN,Wells,28555,39.2,16.4,12.7,25.6,41.9
18181,IN,White,24917,40.3,16.4,14.6,27.9,44.6
18183,IN,Whitley,34742,38.1,15.8,12.6,24.0,39.7
19001,IA,Adair,7389,39.6,16.7,13.1,28.2,39.9
19003,IA,Adams,3544,39.8,15.6,13.2,27.6,39.1
19005,IA,Allamakee,14074,39.6,16.2,13.1,27.4,42.3
19007,IA,Appanoose,12119,43.3,19.6,15.4,31.5,43.4
19009,IA,Audubon,5534,40.2,16.3,13.6,27.9,37.6
19011,IA,Benton,25796,36.2,14.9,11.1,23.9,40.8
19013,IA,Black Hawk,130471,33.9,15.6,11.6,23.6,40.4
19015,IA,Boone,26590,36.4,14.3,11.2,24.8,43.4
19017,IA,Bremer,25307,33.4,13.2,9.9,22.4,37.6
19019,IA,Buchanan,20691,35.6,15.3,11.1,24.0,37.6
19021,IA,Buena Vista,20567,34.3,15.6,13.0,30.1,38.1
19023,IA,Butler,14172,38.8,15.7,12.6,28.0,39.3
19025,IA,Calhoun,9763,37.1,15.6,12.3,26.5,39.8
19027,IA,Carroll,20522,37.2,15.2,12.0,27.2,39.7
19029,IA,Cass,13130,39.8,17.5,13.9,28.6,40.7
19031,IA,Cedar,18302,36.6,15.2,11.9,25.5,40.8
19033,IA,Cerro Gordo,42406,37.6,15.5,12.5,27.0,40.1
19035,IA,Cherokee,11605,40.3,16.4,13.7,30.0,40.6
19037,IA,Chickasaw,11658,38.6,15.5,12.6,27.5,39.4
19039,IA,Clarke,9588,38.2,18.8,14.2,31.8,43.1
19041,IA,Clay,16511,37.0,15.3,12.3,26.5,35.2
19043,IA,Clayton,16969,41.3,17.8,13.9,30.7,41.0
19045,IA,Clinton,46158,38.4,16.9,12.7,27.5,39.3
